[17:50:37] [info] VIOLET: Creating window VioletEditor (1600, 900)
[17:50:38] [info] VIOLET: OpenGL Info: 
[17:50:38] [info] VIOLET:  Vendor: ATI Technologies Inc. 
[17:50:38] [info] VIOLET:  Renderer : AMD Radeon(TM) Graphics 
[17:50:38] [info] VIOLET:  Version: 4.6.13596 Compatibility Profile Context 20.10.28.05 27.20.11028.5001 
[17:50:38] [info] VIOLET: Loaded 191 glyphs from font (out of 224)
[17:50:41] [error] VIOLET: Unknown type: Violet.SpriteRendererComponent
[17:50:41] [trace] VIOLET: Deserialized entity with ID = 5354469697137858285, name = Entity
[17:50:41] [trace] VIOLET: Deserialized entity with ID = 15880974432830602851, name = Entity
[17:50:41] [trace] VIOLET: Deserialized entity with ID = 5386604431559773965, name = Floor
[17:50:41] [trace] VIOLET: Deserialized entity with ID = 9851252402859842416, name = Player
[17:50:41] [trace] VIOLET: Deserialized entity with ID = 1612165136993075848, name = CameraA
[17:50:41] [trace] VIOLET: Deserialized entity with ID = 12772714911998123763, name = Floor
[17:50:41] [info] VIOLET: Sandbox
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:45] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:47] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:48] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:49] [info] VIOLET: 1
[17:50:50] [info] VIOLET: 1
[17:50:50] [info] VIOLET: 1
[17:50:50] [info] VIOLET: 1
[17:50:50] [info] VIOLET: 1
[17:50:50] [info] VIOLET: 1
[17:50:50] [info] VIOLET: 1
[17:50:50] [info] VIOLET: 1
[17:50:50] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:58] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:50:59] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:00] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:01] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:03] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:04] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:05] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:06] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:07] [info] VIOLET: 1
[17:51:14] [info] VIOLET: Terminating GLFW
